id,cluster
1106,73
220,73
224,74
225,74
674,74
517,74
806,74
17,74
441,74
226,75
523,75
528,75
18,75
570,75
822,75
26,75
864,76
229,76
232,76
236,76
19,76
275,76
27,76
38,77
585,77
330,77
375,77
345,77
346,77
348,77
453,78
39,78
139,78
428,78
238,78
146,78
52,78
72,79
749,79
500,79
53,79
443,79
537,79
539,79
161,80
75,80
364,80
559,80
207,80
148,80
185,80
644,81
105,81
76,81
915,81
183,81
446,81
319,81
745,82
747,82
396,82
943,82
84,82
153,82
412,82
677,83
625,83
626,83
338,83
628,83
93,83
638,83
99,84
1029,84
622,84
623,84
464,84
1013,84
602,84
929,85
1091,85
106,85
653,85
655,85
853,85
664,85
164,86
167,86
136,86
682,86
717,86
173,86
117,86
165,87
166,87
168,87
172,87
174,87
563,87
121,87
135,88
712,88
713,88
394,88
1033,88
468,88
315,88
141,89
142,89
719,89
723,89
404,89
573,89
190,89
739,90
557,90
720,90
721,90
147,90
371,90
149,90
736,91
993,91
741,91
937,91
505,91
410,91
157,91
160,92
1025,92
1027,92
1101,92
757,92
758,92
759,92
322,93
676,93
305,93
210,93
917,93
729,93
442,93
902,94
1064,94
392,94
1066,94
560,94
212,94
795,94
647,95
363,95
787,95
725,95
216,95
221,95
798,95
865,96
976,96
243,96
1113,96
859,96
830,96
831,96
257,97
962,97
579,97
843,97
844,97
369,97
954,97
256,98
353,98
1057,98
841,98
842,98
716,98
538,98
1090,99
358,99
268,99
365,99
663,99
921,99
767,99
866,100
389,100
299,100
591,100
276,100
726,100
886,100
384,101
333,101
431,101
504,101
409,101
892,101
893,101
964,102
837,102
966,102
838,102
367,102
880,102
668,102
708,103
454,103
967,103
970,103
971,103
1012,103
376,103
450,104
1018,104
459,104
974,104
467,104
378,104
731,104
395,105
1131,105
846,105
661,105
984,105
1080,105
1084,105
641,106
642,106
646,106
406,106
407,106
408,106
991,106
483,107
1098,107
1039,107
1040,107
1042,107
1043,107
1022,107
512,108
992,108
904,108
1003,108
908,108
728,108
1051,108
746,109
748,109
1100,109
593,109
1075,109
1076,109
724,109
1088,110
1089,110
930,110
1120,110
935,110
658,110
761,110
738,111
932,111
1067,111
1005,111
1070,111
1105,111
793,111
64,112
509,112
4,112
502,112
61,112
63,112
133,113
425,113
234,113
138,113
11,113
817,113
163,114
14,114
175,114
180,114
760,114
123,114
209,115
594,115
786,115
596,115
215,115
88,115
672,116
801,116
130,116
205,116
698,116
797,116
300,117
688,117
689,117
273,117
122,117
862,117
812,118
718,118
751,118
753,118
754,118
158,118
196,119
805,119
678,119
779,119
473,119
223,119
901,120
201,120
206,120
307,120
214,120
438,120
361,121
202,121
436,121
213,121
474,121
796,121
293,122
809,122
434,122
217,122
794,122
414,122
803,123
804,123
965,123
742,123
600,123
222,123
237,124
624,124
820,124
821,124
631,124
734,124
258,125
835,125
391,125
752,125
657,125
251,125
416,126
357,126
267,126
556,126
851,126
852,126
1058,127
899,127
900,127
819,127
311,127
952,127
387,128
938,128
977,128
341,128
380,128
382,128
352,129
769,129
1061,129
656,129
568,129
953,129
1032,130
1004,130
1069,130
910,130
432,130
1078,130
707,131
452,131
652,131
814,131
1010,131
825,131
771,132
515,132
455,132
588,132
1104,132
951,132
480,133
1026,133
995,133
487,133
1044,133
957,133
834,134
1063,134
555,134
1108,134
986,134
958,134
714,135
1099,135
989,135
1050,135
988,135
861,135
896,136
774,136
936,136
784,136
889,136
891,136
66,137
71,137
426,137
533,137
59,137
98,138
627,138
1014,138
635,138
636,138
675,139
295,139
875,139
495,139
1047,139
1028,140
462,140
818,140
665,140
990,140
1124,141
981,141
983,141
920,141
895,141
881,142
531,142
342,142
294,143
488,144
494,145
685,146
762,147
913,148
