source,target,type
1130,1073,undirected
975,691,undirected
8,101,undirected
8,102,undirected
101,637,undirected
16,123,undirected
123,14,undirected
14,175,undirected
17,225,undirected
441,806,undirected
225,806,undirected
105,644,undirected
105,236,undirected
19,236,undirected
232,27,undirected
897,304,undirected
304,27,undirected
314,29,undirected
314,902,undirected
315,29,undirected
915,319,undirected
319,30,undirected
318,30,undirected
345,38,undirected
947,349,undirected
349,38,undirected
40,359,undirected
765,359,undirected
765,1102,undirected
428,46,undirected
533,71,undirected
46,71,undirected
337,47,undirected
337,927,undirected
433,927,undirected
56,360,undirected
361,360,undirected
361,436,undirected
57,426,undirected
57,482,undirected
426,66,undirected
506,525,undirected
69,526,undirected
69,525,undirected
70,492,undirected
178,166,undirected
492,166,undirected
544,73,undirected
544,362,undirected
362,137,undirected
466,74,undirected
466,1030,undirected
74,550,undirected
400,343,undirected
400,574,undirected
77,574,undirected
369,91,undirected
369,579,undirected
91,615,undirected
682,117,undirected
117,114,undirected
114,669,undirected
224,192,undirected
224,674,undirected
674,115,undirected
120,170,undirected
120,685,undirected
170,490,undirected
134,708,undirected
708,598,undirected
1077,598,undirected
736,145,undirected
736,937,undirected
145,735,undirected
156,702,undirected
237,702,undirected
237,631,undirected
752,158,undirected
752,657,undirected
158,751,undirected
164,165,undirected
164,173,undirected
165,174,undirected
297,172,undirected
297,877,undirected
563,172,undirected
187,766,undirected
189,774,undirected
774,766,undirected
882,566,undirected
190,567,undirected
566,567,undirected
778,195,undirected
778,671,undirected
1092,671,undirected
210,676,undirected
210,698,undirected
698,797,undirected
248,809,undirected
809,794,undirected
794,212,undirected
217,293,undirected
692,214,undirected
293,214,undirected
812,239,undirected
812,718,undirected
813,239,undirected
418,242,undirected
418,605,undirected
605,485,undirected
249,306,undirected
306,898,undirected
1118,898,undirected
866,276,undirected
387,591,undirected
276,591,undirected
284,542,undirected
788,886,undirected
886,542,undirected
295,875,undirected
875,675,undirected
675,1047,undirected
480,957,undirected
811,302,undirected
811,957,undirected
320,517,undirected
320,326,undirected
326,918,undirected
329,673,undirected
329,581,undirected
581,686,undirected
352,951,undirected
951,588,undirected
588,655,undirected
888,389,undirected
888,552,undirected
633,389,undirected
784,380,undirected
977,382,undirected
380,382,undirected
408,646,undirected
408,725,undirected
787,725,undirected
409,705,undirected
409,431,undirected
705,996,undirected
1000,427,undirected
427,998,undirected
1125,998,undirected
632,461,undirected
448,445,undirected
461,445,undirected
1024,484,undirected
1024,1097,undirected
484,453,undirected
922,486,undirected
922,1002,undirected
1036,486,undirected
712,795,undirected
529,903,undirected
795,903,undirected
851,710,undirected
556,573,undirected
573,710,undirected
912,1065,undirected
912,1066,undirected
561,1066,undirected
696,695,undirected
593,1076,undirected
593,695,undirected
786,596,undirected
786,783,undirected
783,703,undirected
741,603,undirected
603,621,undirected
604,621,undirected
656,654,undirected
656,953,undirected
953,769,undirected
706,663,undirected
706,994,undirected
1090,663,undirected
714,1099,undirected
714,988,undirected
988,861,undirected
986,724,undirected
986,958,undirected
958,1100,undirected
978,726,undirected
978,890,undirected
1117,890,undirected
1025,757,undirected
1027,757,undirected
1101,757,undirected
836,1109,undirected
836,1111,undirected
836,1110,undirected
1114,870,undirected
1035,870,undirected
870,871,undirected
1032,1078,undirected
910,1078,undirected
1078,1079,undirected
968,1084,undirected
1080,1084,undirected
1080,1131,undirected
32,22,undirected
1,22,undirected
2,36,undirected
2,37,undirected
72,53,undirected
3,53,undirected
476,63,undirected
4,63,undirected
241,151,undirected
12,151,undirected
154,13,undirected
13,159,undirected
184,191,undirected
15,191,undirected
528,226,undirected
18,226,undirected
261,21,undirected
21,253,undirected
281,23,undirected
97,23,undirected
24,294,undirected
24,109,undirected
25,26,undirected
25,60,undirected
280,28,undirected
280,179,undirected
338,31,undirected
251,31,undirected
33,169,undirected
169,121,undirected
282,43,undirected
43,39,undirected
41,374,undirected
41,247,undirected
42,397,undirected
42,403,undirected
44,383,undirected
357,383,undirected
424,45,undirected
45,423,undirected
440,49,undirected
440,444,undirected
456,449,undirected
449,51,undirected
52,365,undirected
365,767,undirected
58,493,undirected
58,494,undirected
64,61,undirected
61,502,undirected
505,62,undirected
505,149,undirected
65,514,undirected
514,1052,undirected
67,519,undirected
67,286,undirected
68,373,undirected
68,510,undirected
560,75,undirected
560,1064,undirected
570,76,undirected
570,523,undirected
113,78,undirected
78,575,undirected
729,143,undirected
83,143,undirected
328,85,undirected
328,193,undirected
597,86,undirected
86,95,undirected
80,582,undirected
80,583,undirected
82,180,undirected
82,275,undirected
88,599,undirected
599,216,undirected
609,90,undirected
609,421,undirected
618,92,undirected
619,92,undirected
627,93,undirected
628,93,undirected
266,94,undirected
99,94,undirected
98,636,undirected
98,635,undirected
107,667,undirected
107,668,undirected
129,317,undirected
194,317,undirected
532,110,undirected
532,1055,undirected
112,168,undirected
112,670,undirected
681,116,undirected
116,679,undirected
690,124,undirected
124,119,undirected
122,252,undirected
252,711,undirected
255,125,undirected
255,839,undirected
133,446,undirected
446,127,undirected
128,325,undirected
363,325,undirected
713,135,undirected
394,135,undirected
136,717,undirected
136,576,undirected
138,230,undirected
298,230,undirected
536,131,undirected
131,700,undirected
738,147,undirected
139,147,undirected
722,140,undirected
140,719,undirected
723,141,undirected
723,142,undirected
144,732,undirected
144,733,undirected
737,146,undirected
146,229,undirected
152,739,undirected
152,740,undirected
153,412,undirected
412,943,undirected
344,155,undirected
344,939,undirected
420,335,undirected
157,335,undirected
160,758,undirected
160,759,undirected
161,185,undirected
185,559,undirected
584,171,undirected
584,177,undirected
762,182,undirected
763,182,undirected
625,183,undirected
625,677,undirected
186,580,undirected
186,639,undirected
562,188,undirected
188,455,undirected
473,196,undirected
779,196,undirected
220,197,undirected
197,782,undirected
780,198,undirected
198,647,undirected
785,199,undirected
221,199,undirected
201,474,undirected
474,202,undirected
416,203,undirected
203,789,undirected
272,204,undirected
204,791,undirected
288,263,undirected
206,263,undirected
208,274,undirected
274,863,undirected
209,404,undirected
404,388,undirected
796,213,undirected
213,366,undirected
289,215,undirected
289,781,undirected
472,219,undirected
801,219,undirected
803,222,undirected
804,222,undirected
291,205,undirected
291,547,undirected
805,223,undirected
678,223,undirected
817,234,undirected
817,425,undirected
816,823,undirected
238,823,undirected
826,243,undirected
243,830,undirected
755,260,undirected
260,845,undirected
585,348,undirected
258,348,undirected
256,841,undirected
256,716,undirected
264,447,undirected
422,447,undirected
265,850,undirected
850,807,undirected
267,557,undirected
267,852,undirected
379,659,undirected
659,268,undirected
854,269,undirected
854,614,undirected
857,270,undirected
858,270,undirected
273,501,undirected
273,862,undirected
868,278,undirected
278,847,undirected
417,750,undirected
750,271,undirected
508,285,undirected
508,511,undirected
873,287,undirected
876,287,undirected
299,887,undirected
756,887,undirected
371,300,undirected
300,414,undirected
307,435,undirected
307,438,undirected
520,305,undirected
305,330,undirected
913,316,undirected
914,316,undirected
697,323,undirected
697,790,undirected
592,327,undirected
592,1074,undirected
393,893,undirected
332,893,undirected
921,333,undirected
921,358,undirected
608,334,undirected
925,334,undirected
340,934,undirected
340,846,undirected
384,938,undirected
938,341,undirected
881,342,undirected
881,531,undirected
948,350,undirected
949,350,undirected
829,351,undirected
351,727,undirected
353,954,undirected
954,962,undirected
355,956,undirected
355,959,undirected
720,354,undirected
354,955,undirected
367,966,undirected
367,879,undirected
368,929,undirected
368,864,undirected
984,395,undirected
370,395,undirected
376,970,undirected
376,971,undirected
377,972,undirected
377,973,undirected
753,378,undirected
753,754,undirected
385,386,undirected
386,381,undirected
802,390,undirected
802,1106,undirected
392,538,undirected
1057,538,undirected
985,396,undirected
985,924,undirected
401,798,undirected
401,987,undirected
402,989,undirected
1050,989,undirected
398,942,undirected
941,942,undirected
407,406,undirected
407,991,undirected
410,413,undirected
410,411,undirected
419,564,undirected
564,478,undirected
432,610,undirected
610,967,undirected
919,429,undirected
919,1119,undirected
1049,499,undirected
499,430,undirected
650,439,undirected
1006,439,undirected
688,452,undirected
452,652,undirected
1012,454,undirected
454,1014,undirected
458,548,undirected
458,1015,undirected
1018,459,undirected
459,842,undirected
460,1021,undirected
460,1022,undirected
464,1029,undirected
464,626,undirected
481,1038,undirected
709,1038,undirected
1040,483,undirected
1042,483,undirected
1044,487,undirected
1045,487,undirected
874,495,undirected
874,1115,undirected
1048,498,undirected
1048,764,undirected
1016,521,undirected
521,509,undirected
1104,771,undirected
515,771,undirected
578,524,undirected
578,1071,undirected
558,527,undirected
558,1054,undirected
545,641,undirected
545,721,undirected
617,543,undirected
617,1085,undirected
554,1007,undirected
1007,687,undirected
1059,549,undirected
549,831,undirected
824,565,undirected
824,1107,undirected
571,595,undirected
571,885,undirected
960,572,undirected
960,1122,undirected
1072,587,undirected
587,1031,undirected
872,606,undirected
872,630,undirected
1001,611,undirected
1001,1126,undirected
1082,612,undirected
1083,612,undirected
1013,622,undirected
622,623,undirected
624,821,undirected
821,734,undirected
642,643,undirected
643,645,undirected
820,853,undirected
853,653,undirected
1088,658,undirected
1088,1089,undirected
664,660,undirected
664,1091,undirected
689,694,undirected
694,1094,undirected
1096,701,undirected
1096,1133,undirected
728,731,undirected
731,974,undirected
745,940,undirected
946,940,undirected
744,746,undirected
744,945,undirected
945,746,undirected
1129,1053,undirected
1053,822,undirected
928,1062,undirected
828,1062,undirected
880,837,undirected
837,838,undirected
936,889,undirected
936,896,undirected
889,896,undirected
992,908,undirected
992,1003,undirected
1003,908,undirected
1121,931,undirected
931,1011,undirected
935,1087,undirected
1132,1087,undirected
1098,1043,undirected
1043,1039,undirected
760,163,undirected
867,277,undirected
768,1103,undirected
