id,cluster
647,193
785,194
221,194
199,194
201,195
474,195
202,195
416,196
203,196
789,196
272,197
204,197
791,197
288,198
206,198
263,198
208,199
274,199
863,199
209,200
404,200
388,200
796,201
213,201
366,201
289,202
781,202
215,202
472,203
801,203
219,203
803,204
804,204
222,204
547,205
291,205
205,205
805,206
678,206
223,206
817,207
234,207
425,207
816,208
238,208
823,208
826,209
243,209
830,209
755,210
260,210
845,210
585,211
258,211
348,211
256,212
841,212
716,212
264,213
422,213
447,213
265,214
850,214
807,214
267,215
852,215
557,215
379,216
659,216
268,216
614,217
269,217
854,217
857,218
858,218
270,218
273,219
501,219
862,219
868,220
278,220
847,220
417,221
750,221
271,221
508,222
285,222
511,222
873,223
876,223
287,223
299,224
756,224
887,224
371,225
300,225
414,225
307,226
435,226
438,226
520,227
305,227
330,227
913,228
914,228
316,228
697,229
323,229
790,229
592,230
1074,230
327,230
393,231
332,231
893,231
921,232
333,232
358,232
608,233
925,233
334,233
846,234
340,234
934,234
384,235
938,235
341,235
881,236
531,236
342,236
948,237
949,237
350,237
727,238
829,238
351,238
353,239
954,239
962,239
355,240
956,240
959,240
720,241
354,241
955,241
879,242
966,242
367,242
368,243
929,243
864,243
984,244
370,244
395,244
376,245
970,245
971,245
377,246
972,246
973,246
753,247
378,247
754,247
385,248
386,248
381,248
802,249
1106,249
390,249
392,250
1057,250
538,250
985,251
396,251
924,251
401,252
987,252
798,252
402,253
1050,253
989,253
942,254
941,254
398,254
991,255
406,255
407,255
410,256
411,256
413,256
419,257
564,257
478,257
432,258
610,258
967,258
429,259
1119,259
919,259
1049,260
499,260
430,260
650,261
1006,261
439,261
688,262
652,262
452,262
1012,263
454,263
1014,263
458,264
548,264
1015,264
1018,265
842,265
459,265
460,266
1021,266
1022,266
464,267
626,267
1029,267
481,268
709,268
1038,268
1040,269
1042,269
483,269
1044,270
1045,270
487,270
874,271
1115,271
495,271
1048,272
498,272
764,272
1016,273
521,273
509,273
771,274
1104,274
515,274
578,275
524,275
1071,275
1054,276
558,276
527,276
545,277
641,277
721,277
617,278
1085,278
543,278
687,279
554,279
1007,279
1059,280
549,280
831,280
824,281
1107,281
565,281
595,282
571,282
885,282
960,283
1122,283
572,283
1072,284
587,284
1031,284
872,285
630,285
606,285
1001,286
611,286
1126,286
1082,287
1083,287
612,287
1013,288
622,288
623,288
624,289
821,289
734,289
642,290
643,290
645,290
853,291
653,291
820,291
1088,292
1089,292
658,292
664,293
1091,293
660,293
689,294
694,294
1094,294
1096,295
1133,295
701,295
728,296
731,296
974,296
745,297
946,297
940,297
744,298
945,298
746,298
1129,299
1053,299
822,299
928,300
828,300
1062,300
880,301
837,301
838,301
936,302
889,302
896,302
992,303
1003,303
908,303
1121,304
931,304
1011,304
1132,305
1087,305
935,305
1098,306
1043,306
1039,306
760,307
163,307
867,308
277,308
768,309
1103,309
35,310
167,311
181,312
200,313
228,314
231,315
262,316
283,317
292,318
372,319
450,320
488,321
516,322
551,323
616,324
777,325
800,326
856,327
901,328
964,329
1081,330
