source,target,type
1048,764,undirected
769,562,undirected
769,588,undirected
769,654,undirected
769,660,undirected
769,770,undirected
770,588,undirected
770,654,undirected
588,562,undirected
588,654,undirected
588,660,undirected
654,562,undirected
654,660,undirected
562,660,undirected
976,894,undirected
976,895,undirected
976,981,undirected
976,983,undirected
981,894,undirected
981,895,undirected
981,920,undirected
981,983,undirected
983,894,undirected
983,895,undirected
983,920,undirected
920,894,undirected
920,895,undirected
894,895,undirected
483,1041,undirected
483,607,undirected
483,491,undirected
483,497,undirected
491,497,undirected
491,1041,undirected
491,607,undirected
1041,497,undirected
1041,607,undirected
497,607,undirected
512,834,undirected
512,775,undirected
512,809,undirected
512,833,undirected
833,775,undirected
833,809,undirected
833,834,undirected
834,775,undirected
834,809,undirected
775,809,undirected
518,599,undirected
518,592,undirected
518,594,undirected
518,601,undirected
592,594,undirected
594,599,undirected
594,601,undirected
599,601,undirected
765,523,undirected
765,528,undirected
765,822,undirected
765,1053,undirected
523,1053,undirected
523,528,undirected
523,822,undirected
528,822,undirected
822,1053,undirected
545,641,undirected
641,643,undirected
641,645,undirected
641,642,undirected
643,642,undirected
643,645,undirected
744,590,undirected
744,591,undirected
744,724,undirected
744,945,undirected
590,945,undirected
590,591,undirected
590,724,undirected
591,945,undirected
591,724,undirected
945,724,undirected
609,872,undirected
872,606,undirected
872,630,undirected
872,750,undirected
610,612,undirected
612,968,undirected
612,1084,undirected
612,1080,undirected
968,1084,undirected
968,1080,undirected
1080,1084,undirected
489,874,undirected
489,689,undirected
489,675,undirected
912,527,undirected
912,558,undirected
912,902,undirected
902,527,undirected
902,558,undirected
558,527,undirected
603,598,undirected
603,621,undirected
597,598,undirected
621,598,undirected
608,634,undirected
608,985,undirected
608,924,undirected
985,634,undirected
985,924,undirected
634,924,undirected
935,658,undirected
935,987,undirected
935,1087,undirected
658,987,undirected
658,1087,undirected
987,1087,undirected
840,700,undirected
840,701,undirected
840,980,undirected
728,731,undirected
728,992,undirected
728,1003,undirected
992,731,undirected
992,1003,undirected
731,1003,undirected
668,495,undirected
668,694,undirected
694,495,undirected
507,509,undirected
508,509,undirected
1072,587,undirected
587,1031,undirected
602,622,undirected
602,623,undirected
622,623,undirected
647,783,undirected
647,787,undirected
745,748,undirected
745,746,undirected
746,748,undirected
1009,990,undirected
818,990,undirected
896,889,undirected
896,891,undirected
889,891,undirected
904,908,undirected
904,1051,undirected
1121,931,undirected
931,1011,undirected
1017,1068,undirected
1017,1019,undirected
1019,1068,undirected
485,510,undirected
506,525,undirected
514,1052,undirected
1056,535,undirected
538,950,undirected
553,1061,undirected
568,549,undirected
741,559,undirected
560,1064,undirected
561,1066,undirected
566,567,undirected
960,572,undirected
617,1085,undirected
624,821,undirected
627,636,undirected
656,953,undirected
752,661,undirected
778,671,undirected
699,806,undirected
851,710,undirected
712,795,undirected
714,1099,undirected
965,742,undirected
753,754,undirected
761,930,undirected
768,1103,undirected
1104,771,undirected
786,780,undirected
784,890,undirected
926,799,undirected
850,807,undirected
825,814,undirected
952,819,undirected
859,836,undirected
880,837,undirected
1112,855,undirected
1113,865,undirected
898,1118,undirected
899,900,undirected
919,1119,undirected
922,1002,undirected
921,1090,undirected
928,1062,undirected
963,932,undirected
946,940,undirected
941,942,undirected
954,962,undirected
986,958,undirected
1123,997,undirected
1125,998,undirected
1088,1089,undirected
1096,1133,undirected
