source,target,type
654,532,undirected
532,1055,undirected
287,879,undirected
287,873,undirected
287,874,undirected
287,876,undirected
874,1115,undirected
1132,1087,undirected
879,699,undirected
987,699,undirected
987,1087,undirected
2,10,undirected
2,35,undirected
2,36,undirected
2,37,undirected
10,109,undirected
10,111,undirected
10,124,undirected
690,124,undirected
32,22,undirected
6,87,undirected
6,22,undirected
297,877,undirected
297,882,undirected
882,566,undirected
567,87,undirected
567,566,undirected
104,31,undirected
104,218,undirected
104,154,undirected
218,154,undirected
218,799,undirected
399,246,undirected
245,31,undirected
245,246,undirected
926,799,undirected
34,343,undirected
34,108,undirected
108,120,undirected
78,176,undirected
78,113,undirected
78,181,undirected
78,575,undirected
176,120,undirected
176,181,undirected
113,181,undirected
449,51,undirected
449,456,undirected
1127,1009,undirected
40,366,undirected
456,235,undirected
456,1009,undirected
235,541,undirected
366,51,undirected
1009,541,undirected
385,42,undirected
385,303,undirected
385,386,undirected
386,42,undirected
386,383,undirected
354,50,undirected
354,955,undirected
42,50,undirected
42,381,undirected
381,383,undirected
1123,979,undirected
1123,997,undirected
997,423,undirected
423,45,undirected
424,45,undirected
45,349,undirected
496,979,undirected
947,349,undirected
289,56,undirected
289,286,undirected
289,327,undirected
199,785,undirected
199,286,undirected
327,49,undirected
49,437,undirected
49,56,undirected
437,56,undirected
470,56,undirected
472,360,undirected
472,696,undirected
360,55,undirected
650,335,undirected
650,696,undirected
620,336,undirected
336,469,undirected
469,55,undirected
67,516,undirected
67,519,undirected
67,430,undirected
430,499,undirected
498,764,undirected
498,499,undirected
498,1048,undirected
499,1049,undirected
1048,764,undirected
768,186,undirected
768,1103,undirected
580,186,undirected
550,74,undirected
551,74,undirected
551,765,undirected
74,186,undirected
1102,765,undirected
388,83,undirected
388,890,undirected
143,83,undirected
143,727,undirected
978,890,undirected
1117,890,undirected
727,351,undirected
829,351,undirected
291,85,undirected
291,547,undirected
291,592,undirected
547,132,undirected
132,617,undirected
617,1085,undirected
592,85,undirected
592,595,undirected
592,1074,undirected
595,85,undirected
611,131,undirected
611,1001,undirected
131,94,undirected
131,536,undirected
1126,1001,undirected
266,94,undirected
597,86,undirected
597,94,undirected
86,94,undirected
706,994,undirected
706,755,undirected
418,260,undirected
418,994,undirected
418,755,undirected
418,605,undirected
260,845,undirected
260,755,undirected
90,605,undirected
90,606,undirected
129,317,undirected
194,777,undirected
194,649,undirected
194,317,undirected
649,140,undirected
780,317,undirected
780,599,undirected
140,722,undirected
599,317,undirected
390,116,undirected
390,274,undirected
390,781,undirected
679,116,undirected
648,116,undirected
648,792,undirected
781,211,undirected
274,116,undirected
274,863,undirected
211,792,undirected
198,695,undirected
198,629,undirected
683,118,undirected
683,629,undirected
684,118,undirected
684,126,undirected
208,127,undirected
629,118,undirected
695,127,undirected
128,680,undirected
128,435,undirected
770,975,undirected
770,1073,undirected
1093,680,undirected
1130,1073,undirected
975,691,undirected
691,435,undirected
968,403,undirected
265,272,undirected
265,850,undirected
204,790,undirected
204,791,undirected
204,272,undirected
403,697,undirected
790,697,undirected
482,301,undirected
870,278,undirected
870,871,undirected
870,1114,undirected
871,278,undirected
1035,847,undirected
1035,849,undirected
301,847,undirected
301,849,undirected
847,278,undirected
581,543,undirected
581,686,undirected
808,1034,undirected
808,1023,undirected
393,284,undirected
1034,543,undirected
1128,1023,undirected
543,284,undirected
686,284,undirected
933,339,undirected
933,477,undirected
486,477,undirected
486,1036,undirected
486,1020,undirected
1036,477,undirected
1036,824,undirected
1107,824,undirected
339,281,undirected
1020,477,undirected
963,860,undirected
907,860,undirected
907,911,undirected
909,313,undirected
911,313,undirected
948,350,undirected
949,350,undirected
313,350,undirected
608,334,undirected
608,634,undirected
608,985,undirected
969,634,undirected
334,634,undirected
334,924,undirected
334,925,undirected
1077,598,undirected
598,925,undirected
985,634,undirected
743,347,undirected
743,944,undirected
743,945,undirected
744,945,undirected
744,783,undirected
940,347,undirected
940,941,undirected
940,946,undirected
944,347,undirected
946,347,undirected
868,869,undirected
869,854,undirected
614,854,undirected
614,700,undirected
840,700,undirected
840,701,undirected
1096,701,undirected
1096,1133,undirected
1,5,undirected
1,9,undirected
5,77,undirected
103,9,undirected
103,639,undirected
77,574,undirected
400,574,undirected
928,1062,undirected
228,20,undirected
228,81,undirected
1062,828,undirected
134,81,undirected
81,20,undirected
242,20,undirected
242,828,undirected
261,21,undirected
231,810,undirected
231,254,undirected
810,254,undirected
306,249,undirected
21,249,undirected
21,253,undirected
21,254,undirected
903,310,undirected
903,529,undirected
903,558,undirected
906,312,undirected
558,527,undirected
558,529,undirected
527,529,undirected
310,29,undirected
310,312,undirected
312,29,undirected
832,244,undirected
318,30,undirected
326,30,undirected
326,681,undirected
326,918,undirected
178,30,undirected
178,244,undirected
640,323,undirected
640,440,undirected
320,323,undirected
43,405,undirected
43,282,undirected
440,444,undirected
282,444,undirected
195,778,undirected
195,255,undirected
839,255,undirected
778,337,undirected
47,433,undirected
47,337,undirected
337,433,undirected
337,927,undirected
433,927,undirected
544,73,undirected
544,362,undirected
548,73,undirected
548,458,undirected
934,340,undirected
458,1015,undirected
362,340,undirected
576,79,undirected
577,79,undirected
577,80,undirected
101,582,undirected
101,637,undirected
582,80,undirected
583,80,undirected
96,610,undirected
96,100,undirected
96,612,undirected
610,612,undirected
610,1079,undirected
612,1081,undirected
612,1082,undirected
612,1083,undirected
107,252,undirected
107,667,undirected
687,156,undirected
687,250,undirected
687,703,undirected
252,250,undirected
250,702,undirected
156,702,undirected
833,248,undirected
833,542,undirected
673,115,undirected
673,329,undirected
897,304,undirected
329,304,undirected
329,542,undirected
321,916,undirected
321,692,undirected
867,277,undirected
1094,694,undirected
692,125,undirected
277,694,undirected
694,125,undirected
800,219,undirected
162,401,undirected
162,197,undirected
162,584,undirected
197,782,undirected
584,177,undirected
584,401,undirected
401,219,undirected
192,776,undirected
192,288,undirected
288,263,undirected
263,439,undirected
776,240,undirected
1006,439,undirected
240,826,undirected
227,807,undirected
227,518,undirected
518,601,undirected
1095,878,undirected
489,878,undirected
489,1046,undirected
1046,601,undirected
1065,561,undirected
1065,912,undirected
398,271,undirected
398,942,undirected
912,314,undirected
912,561,undirected
912,1054,undirected
271,314,undirected
561,1054,undirected
898,429,undirected
898,1118,undirected
546,429,undirected
546,1053,undirected
1129,1053,undirected
429,919,undirected
919,1119,undirected
448,445,undirected
97,7,undirected
7,95,undirected
461,445,undirected
461,632,undirected
632,95,undirected
802,220,undirected
802,1106,undirected
643,200,undirected
643,645,undirected
645,200,undirected
200,16,undirected
16,220,undirected
224,17,undirected
224,674,undirected
224,806,undirected
225,17,undirected
225,806,undirected
517,441,undirected
806,441,undirected
226,18,undirected
226,528,undirected
26,18,undirected
523,528,undirected
523,822,undirected
523,570,undirected
528,822,undirected
864,275,undirected
229,19,undirected
232,19,undirected
232,27,undirected
236,19,undirected
19,27,undirected
275,27,undirected
38,330,undirected
38,345,undirected
38,346,undirected
38,348,undirected
585,330,undirected
585,348,undirected
330,375,undirected
375,346,undirected
453,52,undirected
453,238,undirected
39,52,undirected
139,146,undirected
428,146,undirected
428,238,undirected
146,52,undirected
72,53,undirected
72,537,undirected
72,539,undirected
72,500,undirected
749,443,undirected
500,537,undirected
500,539,undirected
539,443,undirected
161,185,undirected
75,559,undirected
75,148,undirected
364,148,undirected
364,185,undirected
364,207,undirected
559,185,undirected
644,105,undirected
105,76,undirected
105,446,undirected
105,183,undirected
76,183,undirected
915,319,undirected
915,446,undirected
745,153,undirected
745,412,undirected
747,153,undirected
747,396,undirected
396,153,undirected
396,412,undirected
396,943,undirected
943,412,undirected
84,153,undirected
153,412,undirected
677,625,undirected
677,638,undirected
625,93,undirected
626,93,undirected
338,638,undirected
628,93,undirected
99,602,undirected
1029,464,undirected
622,602,undirected
622,623,undirected
622,1013,undirected
623,602,undirected
464,1013,undirected
929,853,undirected
1091,664,undirected
106,653,undirected
106,655,undirected
106,664,undirected
653,853,undirected
164,167,undirected
164,173,undirected
167,117,undirected
136,682,undirected
136,717,undirected
682,117,undirected
165,121,undirected
165,166,undirected
165,174,undirected
166,121,undirected
166,168,undirected
168,121,undirected
168,563,undirected
172,121,undirected
172,563,undirected
174,121,undirected
135,394,undirected
135,713,undirected
135,712,undirected
712,315,undirected
1033,468,undirected
468,315,undirected
141,142,undirected
141,719,undirected
141,723,undirected
142,723,undirected
142,404,undirected
404,573,undirected
573,190,undirected
739,147,undirected
557,720,undirected
557,721,undirected
720,147,undirected
721,149,undirected
371,149,undirected
736,505,undirected
736,937,undirected
993,410,undirected
741,157,undirected
741,505,undirected
937,410,undirected
160,757,undirected
160,758,undirected
160,759,undirected
1025,757,undirected
1027,757,undirected
1101,757,undirected
322,210,undirected
322,917,undirected
322,442,undirected
676,210,undirected
676,305,undirected
305,729,undirected
902,392,undirected
902,1066,undirected
1064,560,undirected
1066,795,undirected
560,212,undirected
212,795,undirected
647,221,undirected
647,787,undirected
363,221,undirected
787,725,undirected
725,798,undirected
216,221,undirected
216,798,undirected
865,1113,undirected
865,976,undirected
976,831,undirected
243,830,undirected
243,831,undirected
1113,859,undirected
257,844,undirected
257,369,undirected
257,843,undirected
962,954,undirected
579,369,undirected
579,844,undirected
369,954,undirected
256,841,undirected
256,842,undirected
256,716,undirected
353,538,undirected
353,841,undirected
1057,538,undirected
1090,663,undirected
1090,921,undirected
358,268,undirected
358,921,undirected
268,663,undirected
268,365,undirected
268,767,undirected
365,767,undirected
866,276,undirected
389,299,undirected
389,726,undirected
389,886,undirected
299,276,undirected
299,726,undirected
299,886,undirected
591,276,undirected
591,726,undirected
726,886,undirected
384,333,undirected
384,409,undirected
384,892,undirected
431,409,undirected
431,892,undirected
504,893,undirected
504,892,undirected
409,892,undirected
964,367,undirected
837,838,undirected
837,880,undirected
838,367,undirected
966,367,undirected
880,668,undirected
708,454,undirected
454,376,undirected
454,1012,undirected
967,376,undirected
970,376,undirected
971,376,undirected
450,459,undirected
450,731,undirected
459,1018,undirected
974,378,undirected
974,731,undirected
378,467,undirected
1131,1080,undirected
395,846,undirected
395,661,undirected
395,984,undirected
661,984,undirected
661,1084,undirected
1080,1084,undirected
641,646,undirected
641,642,undirected
646,408,undirected
406,407,undirected
406,408,undirected
407,408,undirected
407,991,undirected
483,1040,undirected
483,1042,undirected
483,1043,undirected
483,1022,undirected
1098,1039,undirected
1098,1043,undirected
1039,1043,undirected
512,904,undirected
512,908,undirected
512,1051,undirected
512,992,undirected
992,728,undirected
992,908,undirected
904,908,undirected
904,1051,undirected
1003,728,undirected
1003,908,undirected
746,724,undirected
746,748,undirected
748,1075,undirected
1100,724,undirected
593,1076,undirected
593,1075,undirected
1088,658,undirected
1088,1089,undirected
1089,658,undirected
930,761,undirected
930,1120,undirected
935,658,undirected
935,761,undirected
738,793,undirected
932,1005,undirected
1067,793,undirected
1067,1005,undirected
1067,1070,undirected
1005,793,undirected
1005,1105,undirected
1005,1070,undirected
1070,1105,undirected
1105,793,undirected
64,4,undirected
64,61,undirected
509,63,undirected
4,61,undirected
4,63,undirected
502,61,undirected
133,11,undirected
133,234,undirected
425,817,undirected
234,817,undirected
11,138,undirected
163,14,undirected
163,760,undirected
14,175,undirected
14,180,undirected
14,123,undirected
209,596,undirected
209,215,undirected
594,88,undirected
594,215,undirected
786,215,undirected
786,596,undirected
672,130,undirected
801,698,undirected
130,205,undirected
130,698,undirected
205,698,undirected
698,797,undirected
300,688,undirected
688,122,undirected
689,122,undirected
689,273,undirected
273,862,undirected
812,718,undirected
812,754,undirected
751,158,undirected
753,158,undirected
753,754,undirected
754,158,undirected
196,779,undirected
196,678,undirected
196,473,undirected
805,223,undirected
678,223,undirected
901,307,undirected
201,438,undirected
201,206,undirected
206,214,undirected
307,438,undirected
214,438,undirected
361,796,undirected
361,436,undirected
202,474,undirected
213,796,undirected
213,474,undirected
293,217,undirected
293,414,undirected
809,794,undirected
434,414,undirected
217,794,undirected
803,222,undirected
804,222,undirected
965,600,undirected
965,742,undirected
742,222,undirected
742,600,undirected
237,820,undirected
237,821,undirected
237,631,undirected
237,624,undirected
624,821,undirected
821,734,undirected
258,251,undirected
835,251,undirected
835,391,undirected
391,752,undirected
391,657,undirected
752,657,undirected
416,357,undirected
416,851,undirected
267,556,undirected
267,851,undirected
267,852,undirected
1058,819,undirected
1058,900,undirected
899,311,undirected
899,900,undirected
819,952,undirected
387,380,undirected
387,382,undirected
387,938,undirected
938,341,undirected
977,382,undirected
341,380,undirected
341,382,undirected
380,382,undirected
352,769,undirected
352,656,undirected
352,953,undirected
769,656,undirected
769,953,undirected
1061,568,undirected
656,568,undirected
656,953,undirected
1032,1069,undirected
1032,1078,undirected
1004,432,undirected
1004,1069,undirected
1069,910,undirected
1069,1078,undirected
910,1078,undirected
707,1010,undirected
707,825,undirected
452,652,undirected
452,1010,undirected
814,825,undirected
515,455,undirected
515,771,undirected
771,1104,undirected
455,588,undirected
588,951,undirected
480,957,undirected
1026,487,undirected
1026,995,undirected
995,957,undirected
487,1044,undirected
834,555,undirected
834,1108,undirected
1063,555,undirected
1063,958,undirected
986,958,undirected
714,1099,undirected
714,988,undirected
861,1050,undirected
861,988,undirected
861,989,undirected
1050,988,undirected
1050,989,undirected
896,774,undirected
896,889,undirected
896,891,undirected
896,936,undirected
936,784,undirected
936,889,undirected
784,891,undirected
889,891,undirected
66,59,undirected
66,71,undirected
66,426,undirected
71,59,undirected
71,533,undirected
426,59,undirected
98,627,undirected
98,636,undirected
98,635,undirected
627,636,undirected
1014,636,undirected
675,875,undirected
675,1047,undirected
295,875,undirected
295,495,undirected
875,495,undirected
495,1047,undirected
1028,462,undirected
462,818,undirected
462,990,undirected
818,990,undirected
665,990,undirected
1124,981,undirected
981,895,undirected
981,920,undirected
981,983,undirected
983,895,undirected
983,920,undirected
920,895,undirected
881,342,undirected
881,531,undirected
