id,cluster
327,34
206,34
49,34
595,34
436,34
437,34
442,34
267,35
75,35
556,35
557,35
559,35
144,35
720,35
721,35
768,36
414,36
580,36
76,36
1103,36
186,36
638,36
639,36
1090,37
1031,37
587,37
333,37
1072,37
81,37
663,37
921,37
867,38
234,38
82,38
306,38
180,38
277,38
249,38
94,38
1029,39
454,39
622,39
464,39
1012,39
1013,39
89,39
602,39
417,40
102,40
872,40
457,40
750,40
370,40
630,40
606,40
644,41
263,41
104,41
105,41
651,41
203,41
789,41
503,41
545,42
259,42
293,42
107,42
783,42
217,42
666,42
667,42
129,43
646,43
200,43
617,43
780,43
787,43
1085,43
317,43
133,44
360,44
361,44
364,44
366,44
213,44
472,44
796,44
708,45
134,45
586,45
972,45
973,45
883,45
377,45
155,45
230,46
775,46
138,46
298,46
749,46
142,46
239,46
443,46
832,47
353,47
132,47
171,47
273,47
244,47
501,47
862,47
160,48
1026,48
1101,48
757,48
758,48
759,48
1045,48
1020,48
802,49
197,49
390,49
781,49
782,49
207,49
1106,49
220,49
648,50
205,50
208,50
212,50
596,50
343,50
792,50
794,50
800,51
801,51
650,51
335,51
790,51
698,51
219,51
797,51
226,52
546,52
1129,52
523,52
528,52
822,52
570,52
1053,52
260,53
812,53
845,53
846,53
718,53
657,53
825,53
508,53
968,54
970,54
266,54
971,54
403,54
376,54
697,54
734,54
544,55
963,55
1030,55
362,55
268,55
466,55
947,55
349,55
1120,56
1121,56
930,56
931,56
281,56
339,56
1011,56
761,56
290,57
355,57
838,57
956,57
495,57
880,57
668,57
959,57
547,58
291,58
592,58
1074,58
725,58
982,58
729,58
730,58
352,59
769,59
656,59
562,59
950,59
951,59
952,59
953,59
509,60
1059,60
549,60
359,60
521,60
1102,60
1016,60
765,60
388,61
396,61
1100,61
398,61
942,61
941,61
986,61
958,61
960,62
1122,62
612,62
399,62
1081,62
1082,62
1083,62
572,62
1025,63
1027,63
487,63
460,63
1044,63
533,63
1021,63
1022,63
32,64
3,64
6,64
8,64
18,64
22,64
87,64
4,65
502,65
57,65
476,65
60,65
61,65
63,65
224,66
225,66
674,66
805,66
806,66
17,66
223,66
229,67
232,67
236,67
19,67
86,67
27,67
95,67
261,68
426,68
245,68
21,68
247,68
59,68
253,68
34,69
296,69
881,69
308,69
342,69
534,69
28,69
320,70
323,70
326,70
681,70
918,70
30,70
318,70
41,71
47,71
433,71
374,71
250,71
252,71
927,71
227,72
807,72
424,72
45,72
463,72
850,72
54,72
576,73
577,73
136,73
682,73
717,73
79,73
336,73
611,74
613,74
614,74
615,74
269,74
854,74
91,74
112,75
114,75
179,75
280,75
569,75
669,75
670,75
321,76
325,76
137,76
363,76
916,76
692,76
214,76
228,77
527,77
146,77
147,77
148,77
314,77
1054,77
747,78
748,78
332,78
943,78
1075,78
153,78
412,78
584,79
297,79
877,79
177,79
401,79
882,79
441,79
578,80
866,80
1093,80
680,80
1071,80
211,80
891,80
289,81
647,81
786,81
216,81
221,81
798,81
286,81
551,82
231,82
330,82
334,82
375,82
346,82
925,82
934,83
237,83
624,83
340,83
821,83
820,83
631,83
257,84
1060,84
262,84
423,84
843,84
368,84
660,84
868,85
870,85
871,85
1107,85
278,85
824,85
1114,85
961,86
356,86
392,86
744,86
745,86
271,86
945,86
451,87
1008,87
500,87
537,87
506,87
539,87
285,87
384,88
896,88
386,88
387,88
303,88
892,88
893,88
704,89
395,89
752,89
338,89
661,89
984,89
378,89
962,90
515,90
548,90
579,90
358,90
844,90
369,90
512,91
833,91
834,91
809,91
1108,91
889,91
379,91
992,92
904,92
1051,92
974,92
406,92
408,92
731,92
1056,93
652,93
589,93
914,93
662,93
535,93
415,93
1024,94
418,94
994,94
484,94
1097,94
755,94
605,94
932,95
1032,95
907,95
1004,95
1069,95
432,95
860,95
450,96
459,96
1068,96
980,96
1017,96
1018,96
1019,96
770,97
772,97
455,97
1130,97
588,97
1073,97
819,97
902,98
1033,98
1065,98
1066,98
912,98
561,98
468,98
480,99
996,99
811,99
1037,99
849,99
957,99
479,99
1123,100
997,100
496,100
498,100
979,100
1048,100
764,100
709,101
1098,101
1035,101
1038,101
816,101
565,101
1112,101
923,102
621,102
855,102
1077,102
597,102
598,102
603,102
1088,103
1089,103
935,103
1132,103
658,103
987,103
1087,103
15,104
623,104
465,104
626,104
628,104
93,104
39,105
265,105
272,105
23,105
283,105
284,105
741,106
103,106
40,106
365,106
246,106
157,106
324,107
50,107
275,107
372,107
279,107
191,107
66,108
69,108
72,108
525,108
526,108
53,108
64,109
65,109
68,109
485,109
510,109
511,109
1061,110
550,110
553,110
74,110
504,110
1050,110
583,111
80,111
400,111
274,111
594,111
863,111
518,112
600,112
1046,112
599,112
88,112
601,112
96,113
608,113
969,113
985,113
634,113
924,113
1057,114
1091,114
106,114
655,114
664,114
538,114
162,115
130,115
1095,115
879,115
176,115
699,115
163,116
169,116
110,116
119,116
760,116
121,116
993,117
905,117
434,117
402,117
988,117
159,117
165,118
166,118
492,118
174,118
178,118
563,118
258,119
201,119
202,119
438,119
474,119
251,119
453,120
422,120
264,120
564,120
762,120
478,120
788,121
276,121
756,121
886,121
888,121
542,121
1063,122
906,122
555,122
687,122
312,122
703,122
385,123
936,123
784,123
977,123
380,123
382,123
522,124
491,124
497,124
1041,124
632,124
607,124
928,125
869,125
1062,125
554,125
1007,125
828,125
610,126
738,126
967,126
1078,126
1079,126
793,126
865,127
773,127
1003,127
976,127
728,127
1113,127
1124,128
981,128
983,128
920,128
894,128
895,128
199,129
649,129
16,129
785,129
127,129
684,130
302,130
25,130
26,130
126,130
71,131
428,131
46,131
373,131
62,131
683,132
629,132
469,132
118,132
55,132
83,133
243,133
633,133
830,133
831,133
354,134
84,134
150,134
955,134
573,134
99,135
774,135
184,135
189,135
766,135
168,136
975,136
690,136
691,136
124,136
300,137
371,137
149,137
185,137
767,137
566,138
567,138
183,138
187,138
190,138
771,139
654,139
1104,139
467,139
188,139
803,140
804,140
742,140
215,140
222,140
256,141
841,141
842,141
716,141
659,141
389,142
299,142
431,142
978,142
726,142
676,143
901,143
520,143
305,143
307,143
322,144
915,144
917,144
446,144
319,144
940,145
590,145
944,145
946,145
347,145
416,146
710,146
851,146
732,146
733,146
448,147
461,147
568,147
954,147
445,147
1028,148
462,148
818,148
665,148
990,148
481,149
706,149
1039,149
847,149
1043,149
1067,150
1005,150
1070,150
910,150
1105,150
753,151
754,151
158,151
751,151
689,152
195,152
694,152
1094,152
558,153
529,153
310,153
903,153
808,154
1034,154
848,154
471,154
552,155
571,155
885,155
887,155
746,156
743,156
724,156
591,156
641,157
642,157
643,157
645,157
1080,158
1131,158
1084,158
304,159
897,159
514,160
1052,160
560,161
1064,161
1125,162
998,162
292,163
530,164
727,165
763,166
852,167
964,168
966,169
1006,170
1042,171
