source,target,type
741,157,undirected
103,246,undirected
40,157,undirected
40,365,undirected
246,157,undirected
324,50,undirected
324,372,undirected
50,191,undirected
275,279,undirected
372,279,undirected
66,69,undirected
66,72,undirected
69,526,undirected
69,72,undirected
69,525,undirected
72,53,undirected
64,65,undirected
64,510,undirected
64,68,undirected
65,68,undirected
65,510,undirected
65,511,undirected
68,510,undirected
68,511,undirected
485,510,undirected
1061,553,undirected
550,74,undirected
553,74,undirected
74,504,undirected
504,1050,undirected
583,80,undirected
80,400,undirected
80,274,undirected
274,863,undirected
274,594,undirected
518,88,undirected
518,599,undirected
518,600,undirected
518,601,undirected
1046,601,undirected
599,88,undirected
599,601,undirected
600,88,undirected
601,88,undirected
96,634,undirected
608,634,undirected
608,985,undirected
608,924,undirected
969,634,undirected
985,634,undirected
985,924,undirected
634,924,undirected
1057,538,undirected
1091,664,undirected
106,655,undirected
106,664,undirected
106,538,undirected
162,699,undirected
162,176,undirected
130,699,undirected
1095,699,undirected
879,699,undirected
163,121,undirected
163,760,undirected
169,119,undirected
169,121,undirected
110,119,undirected
993,434,undirected
905,402,undirected
434,159,undirected
434,402,undirected
402,988,undirected
165,166,undirected
165,174,undirected
165,563,undirected
166,492,undirected
166,178,undirected
258,201,undirected
258,202,undirected
258,251,undirected
201,438,undirected
201,202,undirected
201,474,undirected
202,474,undirected
202,251,undirected
453,564,undirected
422,564,undirected
264,564,undirected
564,478,undirected
564,762,undirected
756,276,undirected
756,542,undirected
756,888,undirected
756,788,undirected
756,886,undirected
788,888,undirected
788,886,undirected
886,888,undirected
888,542,undirected
1063,555,undirected
906,312,undirected
555,312,undirected
555,687,undirected
687,703,undirected
385,380,undirected
385,382,undirected
385,784,undirected
936,382,undirected
936,784,undirected
784,380,undirected
784,382,undirected
977,382,undirected
380,382,undirected
522,491,undirected
522,607,undirected
491,497,undirected
491,1041,undirected
491,632,undirected
491,607,undirected
497,1041,undirected
497,607,undirected
1041,607,undirected
928,554,undirected
928,1062,undirected
869,554,undirected
1062,554,undirected
1062,828,undirected
554,1007,undirected
610,967,undirected
610,1078,undirected
610,1079,undirected
738,793,undirected
1078,793,undirected
1078,1079,undirected
865,1113,undirected
865,976,undirected
773,976,undirected
1003,728,undirected
976,728,undirected
1124,981,undirected
981,894,undirected
981,920,undirected
981,983,undirected
983,894,undirected
983,895,undirected
983,920,undirected
920,894,undirected
894,895,undirected
199,16,undirected
199,127,undirected
199,649,undirected
199,785,undirected
649,127,undirected
16,127,undirected
684,126,undirected
302,25,undirected
25,126,undirected
25,26,undirected
71,46,undirected
71,62,undirected
428,46,undirected
46,62,undirected
46,373,undirected
373,62,undirected
683,118,undirected
683,629,undirected
469,55,undirected
469,118,undirected
629,118,undirected
83,243,undirected
243,830,undirected
243,831,undirected
243,633,undirected
354,84,undirected
354,150,undirected
354,955,undirected
354,573,undirected
84,573,undirected
84,150,undirected
150,573,undirected
99,189,undirected
774,189,undirected
774,766,undirected
184,189,undirected
168,691,undirected
975,691,undirected
690,124,undirected
691,124,undirected
300,185,undirected
300,371,undirected
371,149,undirected
371,185,undirected
149,185,undirected
185,767,undirected
567,183,undirected
567,187,undirected
567,190,undirected
567,566,undirected
566,183,undirected
566,190,undirected
183,187,undirected
183,190,undirected
771,188,undirected
771,1104,undirected
654,188,undirected
654,467,undirected
467,188,undirected
803,222,undirected
804,222,undirected
742,222,undirected
215,222,undirected
256,841,undirected
256,842,undirected
256,716,undirected
256,659,undirected
389,299,undirected
389,431,undirected
389,978,undirected
389,726,undirected
299,431,undirected
299,726,undirected
978,726,undirected
676,305,undirected
901,307,undirected
520,305,undirected
305,307,undirected
322,915,undirected
322,917,undirected
322,446,undirected
915,319,undirected
915,446,undirected
940,347,undirected
940,590,undirected
940,946,undirected
590,347,undirected
590,946,undirected
944,347,undirected
946,347,undirected
416,851,undirected
710,733,undirected
710,851,undirected
710,732,undirected
448,445,undirected
461,445,undirected
568,445,undirected
568,954,undirected
1028,462,undirected
462,818,undirected
462,990,undirected
818,990,undirected
665,990,undirected
481,706,undirected
481,847,undirected
481,1039,undirected
706,1043,undirected
706,847,undirected
706,1039,undirected
847,1039,undirected
847,1043,undirected
1039,1043,undirected
1067,910,undirected
1067,1005,undirected
1067,1070,undirected
1067,1105,undirected
1005,910,undirected
1005,1105,undirected
1005,1070,undirected
910,1105,undirected
1070,1105,undirected
753,158,undirected
753,754,undirected
754,158,undirected
158,751,undirected
689,694,undirected
195,694,undirected
694,1094,undirected
310,903,undirected
529,558,undirected
529,903,undirected
558,903,undirected
808,471,undirected
808,1034,undirected
808,848,undirected
1034,471,undirected
1034,848,undirected
848,471,undirected
552,571,undirected
552,885,undirected
552,887,undirected
571,887,undirected
571,885,undirected
885,887,undirected
746,591,undirected
746,724,undirected
746,743,undirected
724,591,undirected
591,743,undirected
641,643,undirected
641,645,undirected
641,642,undirected
642,643,undirected
643,645,undirected
1080,1084,undirected
1080,1131,undirected
304,897,undirected
514,1052,undirected
560,1064,undirected
1125,998,undirected
