id,cluster
1062,105
242,105
828,105
605,105
835,106
1123,106
997,106
391,106
752,106
657,106
979,106
1088,107
1089,107
935,107
1132,107
658,107
987,107
1087,107
1030,108
1031,108
463,108
466,108
54,108
87,108
96,109
610,109
100,109
967,109
1078,109
1079,109
129,110
641,110
643,110
642,110
645,110
200,110
647,111
783,111
786,111
787,111
217,111
221,111
257,112
579,112
423,112
331,112
843,112
844,112
295,113
1095,113
873,113
876,113
878,113
287,113
608,114
969,114
334,114
985,114
634,114
924,114
1125,115
998,115
999,115
1000,115
427,115
476,115
1028,116
1127,116
462,116
1009,116
818,116
990,116
168,117
112,117
179,117
280,117
670,117
768,118
580,118
1103,118
186,118
639,118
609,119
370,119
421,119
102,119
288,120
439,120
1006,120
263,120
160,121
758,121
759,121
978,122
890,122
1117,122
1121,123
931,123
1011,123
514,124
1052,124
714,125
1099,125
1024,126
1097,126
35,127
175,128
261,129
374,130
779,131
913,132
916,133
933,134
934,135
955,136
970,137
1077,138
