source,target,type
165,121,undirected
165,174,undirected
165,172,undirected
165,563,undirected
165,166,undirected
166,120,undirected
166,121,undirected
166,178,undirected
169,120,undirected
169,121,undirected
172,120,undirected
172,121,undirected
172,563,undirected
685,120,undirected
174,120,undirected
174,121,undirected
178,120,undirected
178,121,undirected
563,120,undirected
563,121,undirected
1029,464,undirected
710,732,undirected
710,733,undirected
237,624,undirected
237,464,undirected
237,821,undirected
144,733,undirected
144,732,undirected
144,734,undirected
464,626,undirected
464,624,undirected
464,821,undirected
624,821,undirected
821,734,undirected
515,316,undirected
515,452,undirected
515,455,undirected
452,241,undirected
452,415,undirected
452,688,undirected
452,652,undirected
452,455,undirected
452,914,undirected
652,415,undirected
241,151,undirected
241,316,undirected
241,827,undirected
241,415,undirected
914,316,undirected
914,415,undirected
827,316,undirected
827,415,undirected
316,415,undirected
194,777,undirected
194,196,undirected
194,317,undirected
194,390,undirected
196,317,undirected
196,599,undirected
196,780,undirected
196,777,undirected
196,197,undirected
196,390,undirected
196,781,undirected
196,220,undirected
197,220,undirected
197,782,undirected
197,390,undirected
197,780,undirected
390,220,undirected
390,781,undirected
780,317,undirected
780,599,undirected
599,317,undirected
325,328,undirected
325,363,undirected
199,286,undirected
199,215,undirected
199,218,undirected
199,216,undirected
199,363,undirected
199,785,undirected
328,212,undirected
328,363,undirected
363,215,undirected
363,218,undirected
212,215,undirected
212,216,undirected
215,218,undirected
215,216,undirected
216,798,undirected
216,218,undirected
676,210,undirected
293,201,undirected
293,204,undirected
293,214,undirected
201,206,undirected
201,361,undirected
361,204,undirected
361,206,undirected
361,210,undirected
361,214,undirected
361,400,undirected
204,272,undirected
204,214,undirected
204,210,undirected
204,791,undirected
206,400,undirected
206,210,undirected
206,214,undirected
400,210,undirected
210,214,undirected
707,458,undirected
707,1010,undirected
707,825,undirected
260,718,undirected
260,846,undirected
260,845,undirected
260,458,undirected
458,1015,undirected
812,718,undirected
812,846,undirected
814,825,undirected
484,871,undirected
484,870,undirected
868,278,undirected
868,855,undirected
868,869,undirected
868,870,undirected
869,278,undirected
869,855,undirected
870,278,undirected
870,1114,undirected
870,871,undirected
871,278,undirected
871,855,undirected
1128,1023,undirected
855,923,undirected
923,1023,undirected
385,303,undirected
385,387,undirected
385,386,undirected
385,382,undirected
385,784,undirected
385,381,undirected
385,380,undirected
386,303,undirected
386,387,undirected
386,382,undirected
386,383,undirected
386,381,undirected
387,303,undirected
387,383,undirected
387,382,undirected
387,381,undirected
387,380,undirected
303,383,undirected
303,382,undirected
303,381,undirected
303,380,undirected
784,380,undirected
784,381,undirected
784,382,undirected
977,382,undirected
381,380,undirected
381,413,undirected
381,383,undirected
381,382,undirected
380,382,undirected
382,383,undirected
576,339,undirected
1120,930,undirected
930,339,undirected
930,761,undirected
551,308,undirected
456,308,undirected
456,817,undirected
456,761,undirected
817,308,undirected
339,308,undirected
339,340,undirected
339,761,undirected
308,534,undirected
308,761,undirected
340,761,undirected
1124,981,undirected
504,393,undirected
504,892,undirected
504,893,undirected
504,920,undirected
504,895,undirected
504,981,undirected
393,893,undirected
393,892,undirected
393,981,undirected
393,920,undirected
393,983,undirected
393,895,undirected
393,982,undirected
393,894,undirected
981,894,undirected
981,895,undirected
981,920,undirected
981,983,undirected
982,894,undirected
983,894,undirected
983,895,undirected
983,920,undirected
920,894,undirected
920,895,undirected
894,895,undirected
960,399,undirected
960,572,undirected
960,1122,undirected
840,399,undirected
840,459,undirected
840,980,undirected
459,1018,undirected
459,1019,undirected
459,1017,undirected
459,980,undirected
1068,980,undirected
1068,1017,undirected
1068,1019,undirected
399,572,undirected
980,572,undirected
1017,1019,undirected
513,419,undirected
513,471,undirected
513,808,undirected
513,757,undirected
513,1034,undirected
513,848,undirected
545,465,undirected
545,471,undirected
1027,757,undirected
419,808,undirected
419,848,undirected
808,471,undirected
808,757,undirected
808,1034,undirected
808,848,undirected
1034,471,undirected
1034,848,undirected
1101,757,undirected
848,471,undirected
848,757,undirected
757,471,undirected
1025,460,undirected
995,460,undirected
995,477,undirected
995,486,undirected
995,996,undirected
996,477,undirected
486,460,undirected
486,477,undirected
486,1020,undirected
486,1036,undirected
486,922,undirected
1002,460,undirected
1002,922,undirected
460,1021,undirected
460,922,undirected
460,477,undirected
460,1020,undirected
1036,477,undirected
1020,477,undirected
902,527,undirected
902,558,undirected
902,561,undirected
902,1066,undirected
902,912,undirected
1065,561,undirected
1065,912,undirected
1066,561,undirected
1066,912,undirected
558,527,undirected
558,529,undirected
558,543,undirected
558,912,undirected
558,1054,undirected
527,529,undirected
527,1054,undirected
527,912,undirected
912,561,undirected
912,1054,undirected
561,860,undirected
561,1054,undirected
97,23,undirected
3,53,undirected
3,45,undirected
3,50,undirected
3,23,undirected
3,39,undirected
3,43,undirected
39,23,undirected
39,43,undirected
39,50,undirected
39,45,undirected
424,45,undirected
43,23,undirected
45,23,undirected
45,50,undirected
50,23,undirected
23,281,undirected
10,125,undirected
10,114,undirected
10,111,undirected
10,110,undirected
10,124,undirected
10,119,undirected
110,119,undirected
110,569,undirected
110,669,undirected
110,124,undirected
114,569,undirected
114,669,undirected
690,124,undirected
119,669,undirected
119,569,undirected
119,124,undirected
569,124,undirected
569,669,undirected
832,244,undirected
132,11,undirected
132,470,undirected
132,501,undirected
132,244,undirected
132,638,undirected
202,474,undirected
202,586,undirected
586,638,undirected
244,501,undirected
244,470,undirected
501,470,undirected
501,638,undirected
770,188,undirected
770,975,undirected
770,1073,undirected
771,188,undirected
771,1104,undirected
1130,1073,undirected
15,188,undirected
15,191,undirected
15,184,undirected
184,191,undirected
232,19,undirected
232,27,undirected
233,19,undirected
233,20,undirected
233,86,undirected
233,235,undirected
233,813,undirected
233,239,undirected
235,19,undirected
235,27,undirected
813,239,undirected
239,19,undirected
19,20,undirected
19,86,undirected
19,27,undirected
86,27,undirected
86,95,undirected
27,95,undirected
38,347,undirected
38,350,undirected
38,345,undirected
940,347,undirected
940,946,undirected
940,941,undirected
941,347,undirected
941,942,undirected
942,347,undirected
946,347,undirected
948,350,undirected
949,350,undirected
345,350,undirected
195,671,undirected
195,778,undirected
1092,671,undirected
104,47,undirected
104,154,undirected
778,337,undirected
778,671,undirected
47,433,undirected
47,337,undirected
433,337,undirected
433,927,undirected
337,927,undirected
448,51,undirected
448,445,undirected
449,51,undirected
450,51,undirected
451,51,undirected
451,275,undirected
451,279,undirected
451,445,undirected
451,1008,undirected
864,275,undirected
51,445,undirected
275,279,undirected
1064,560,undirected
75,556,undirected
75,267,undirected
75,557,undirected
75,148,undirected
75,560,undirected
267,852,undirected
267,556,undirected
267,557,undirected
267,719,undirected
557,721,undirected
719,148,undirected
743,153,undirected
743,396,undirected
743,412,undirected
743,944,undirected
743,748,undirected
396,153,undirected
396,332,undirected
396,412,undirected
396,943,undirected
396,944,undirected
396,748,undirected
748,153,undirected
748,1075,undirected
332,84,undirected
332,412,undirected
943,412,undirected
84,153,undirected
153,412,undirected
582,80,undirected
679,116,undirected
583,80,undirected
80,274,undirected
80,127,undirected
80,116,undirected
593,116,undirected
593,274,undirected
593,1076,undirected
274,116,undirected
274,127,undirected
274,863,undirected
116,127,undirected
482,301,undirected
867,277,undirected
292,182,undirected
301,82,undirected
177,182,undirected
82,180,undirected
82,277,undirected
82,182,undirected
277,182,undirected
182,763,undirected
673,329,undirected
897,304,undirected
581,329,undirected
581,686,undirected
329,122,undirected
329,304,undirected
107,667,undirected
107,252,undirected
686,122,undirected
122,252,undirected
128,231,undirected
128,305,undirected
672,259,undirected
259,305,undirected
259,254,undirected
231,810,undirected
231,254,undirected
231,346,undirected
810,254,undirected
330,305,undirected
330,375,undirected
375,346,undirected
346,254,undirected
131,135,undirected
131,155,undirected
131,585,undirected
135,713,undirected
135,467,undirected
135,155,undirected
585,155,undirected
585,377,undirected
585,378,undirected
713,378,undirected
972,377,undirected
973,377,undirected
467,378,undirected
377,155,undirected
378,155,undirected
737,149,undirected
737,152,undirected
737,723,undirected
740,152,undirected
140,722,undirected
140,149,undirected
140,150,undirected
140,152,undirected
140,349,undirected
723,152,undirected
947,349,undirected
149,150,undirected
149,152,undirected
150,152,undirected
416,145,undirected
416,203,undirected
416,371,undirected
416,573,undirected
416,851,undirected
203,789,undirected
203,503,undirected
203,573,undirected
203,371,undirected
651,503,undirected
145,735,undirected
145,371,undirected
145,573,undirected
371,503,undirected
851,573,undirected
503,573,undirected
163,760,undirected
163,633,undirected
389,299,undirected
389,633,undirected
389,571,undirected
299,398,undirected
299,730,undirected
299,725,undirected
299,571,undirected
595,571,undirected
595,725,undirected
725,730,undirected
633,730,undirected
1093,680,undirected
648,208,undirected
648,205,undirected
648,792,undirected
680,211,undirected
205,208,undirected
205,211,undirected
205,792,undirected
205,446,undirected
208,343,undirected
208,446,undirected
208,792,undirected
915,446,undirected
211,792,undirected
343,446,undirected
388,404,undirected
388,859,undirected
228,271,undirected
228,404,undirected
836,271,undirected
836,1110,undirected
836,1111,undirected
836,1109,undirected
836,859,undirected
271,404,undirected
271,859,undirected
1113,859,undirected
1026,487,undirected
1026,564,undirected
1026,1045,undirected
453,238,undirected
453,564,undirected
487,238,undirected
487,1044,undirected
487,1045,undirected
487,564,undirected
238,564,undirected
238,824,undirected
1107,824,undirected
564,762,undirected
564,824,undirected
964,367,undirected
966,367,undirected
838,255,undirected
838,367,undirected
839,255,undirected
489,255,undirected
489,367,undirected
489,468,undirected
1033,468,undirected
1032,468,undirected
367,255,undirected
367,468,undirected
290,668,undirected
290,837,undirected
290,880,undirected
290,694,undirected
290,495,undirected
837,880,undirected
1094,694,undirected
495,689,undirected
495,694,undirected
495,668,undirected
880,668,undirected
273,862,undirected
273,689,undirected
689,694,undirected
694,668,undirected
546,429,undirected
898,429,undirected
898,1118,undirected
298,883,undirected
298,884,undirected
298,429,undirected
429,884,undirected
429,919,undirected
884,1116,undirected
919,1119,undirected
480,479,undirected
480,875,undirected
480,675,undirected
480,1037,undirected
480,957,undirected
480,811,undirected
675,1047,undirected
675,875,undirected
811,302,undirected
811,957,undirected
811,1037,undirected
1037,479,undirected
1037,957,undirected
309,479,undirected
957,479,undirected
611,315,undirected
611,348,undirected
903,795,undirected
712,313,undirected
712,315,undirected
712,509,undirected
712,795,undirected
909,313,undirected
910,313,undirected
315,313,undirected
315,348,undirected
315,795,undirected
313,795,undirected
512,341,undirected
512,889,undirected
512,896,undirected
736,341,undirected
736,937,undirected
384,341,undirected
384,938,undirected
384,896,undirected
384,891,undirected
896,341,undirected
896,889,undirected
896,891,undirected
896,936,undirected
936,341,undirected
936,889,undirected
937,341,undirected
938,341,undirected
341,891,undirected
341,889,undirected
889,891,undirected
1059,549,undirected
1060,553,undirected
1061,553,undirected
1061,568,undirected
549,344,undirected
549,541,undirected
549,831,undirected
549,568,undirected
344,541,undirected
344,939,undirected
344,568,undirected
553,568,undirected
352,562,undirected
352,588,undirected
352,951,undirected
352,769,undirected
352,656,undirected
352,660,undirected
352,654,undirected
769,562,undirected
769,588,undirected
769,654,undirected
769,656,undirected
769,660,undirected
772,588,undirected
772,654,undirected
772,660,undirected
677,562,undirected
677,660,undirected
588,562,undirected
588,951,undirected
588,656,undirected
588,660,undirected
588,654,undirected
654,562,undirected
654,660,undirected
654,656,undirected
562,660,undirected
961,356,undirected
961,590,undirected
356,747,undirected
356,724,undirected
356,945,undirected
356,744,undirected
356,745,undirected
356,591,undirected
356,590,undirected
744,590,undirected
744,591,undirected
744,724,undirected
744,745,undirected
744,746,undirected
744,945,undirected
745,746,undirected
745,945,undirected
746,591,undirected
746,724,undirected
746,945,undirected
747,590,undirected
747,724,undirected
590,591,undirected
590,945,undirected
590,724,undirected
591,945,undirected
591,724,undirected
945,724,undirected
359,711,undirected
359,521,undirected
711,521,undirected
711,861,undirected
711,1050,undirected
521,1016,undirected
905,402,undirected
861,988,undirected
861,989,undirected
861,1050,undirected
402,988,undirected
402,989,undirected
1050,988,undirected
1050,989,undirected
481,847,undirected
481,1039,undirected
481,706,undirected
481,691,undirected
481,663,undirected
706,663,undirected
706,691,undirected
706,755,undirected
706,1039,undirected
706,847,undirected
706,1043,undirected
1090,663,undirected
1090,921,undirected
847,1039,undirected
847,1043,undirected
1039,1043,undirected
691,663,undirected
1126,1001,undirected
1096,701,undirected
1096,1133,undirected
1001,499,undirected
1001,1049,undirected
498,1048,undirected
498,764,undirected
498,499,undirected
499,701,undirected
499,1049,undirected
1048,764,undirected
552,542,undirected
552,726,undirected
552,729,undirected
552,788,undirected
552,886,undirected
552,756,undirected
552,885,undirected
552,888,undirected
552,887,undirected
756,542,undirected
756,726,undirected
756,788,undirected
756,888,undirected
756,885,undirected
756,887,undirected
756,886,undirected
788,726,undirected
788,885,undirected
788,888,undirected
788,886,undirected
788,887,undirected
726,542,undirected
726,729,undirected
726,886,undirected
726,887,undirected
726,888,undirected
726,885,undirected
887,888,undirected
887,885,undirected
887,886,undirected
886,542,undirected
886,888,undirected
886,885,undirected
888,542,undirected
888,885,undirected
729,542,undirected
738,793,undirected
1067,793,undirected
1067,907,undirected
1067,1004,undirected
1067,1005,undirected
1067,1069,undirected
1067,1070,undirected
1067,1105,undirected
907,911,undirected
907,1069,undirected
907,1005,undirected
907,1004,undirected
1069,793,undirected
1069,1004,undirected
1069,1005,undirected
1069,1105,undirected
1069,1070,undirected
1005,793,undirected
1005,1004,undirected
1005,1070,undirected
1005,1105,undirected
1004,1105,undirected
1070,1105,undirected
1105,793,undirected
40,55,undirected
40,360,undirected
40,56,undirected
40,364,undirected
40,366,undirected
360,55,undirected
360,56,undirected
360,472,undirected
364,56,undirected
364,213,undirected
364,472,undirected
366,213,undirected
213,56,undirected
213,796,undirected
213,472,undirected
55,56,undirected
472,56,undirected
708,134,undirected
134,42,undirected
134,338,undirected
134,368,undirected
134,372,undirected
262,368,undirected
42,403,undirected
42,338,undirected
42,372,undirected
42,394,undirected
368,372,undirected
67,58,undirected
67,519,undirected
67,516,undirected
67,490,undirected
488,58,undirected
490,58,undirected
490,170,undirected
493,58,undirected
494,58,undirected
256,91,undirected
256,716,undirected
256,842,undirected
256,269,undirected
256,614,undirected
614,91,undirected
614,269,undirected
614,700,undirected
614,854,undirected
615,91,undirected
269,91,undirected
269,854,undirected
101,637,undirected
101,265,undirected
901,307,undirected
807,850,undirected
265,284,undirected
265,850,undirected
265,307,undirected
307,435,undirected
613,230,undirected
230,138,undirected
230,137,undirected
230,443,undirected
230,240,undirected
520,137,undirected
137,138,undirected
137,443,undirected
138,240,undirected
240,826,undirected
240,444,undirected
240,443,undirected
443,444,undirected
962,358,undirected
962,365,undirected
962,954,undirected
548,358,undirected
358,268,undirected
358,425,undirected
358,369,undirected
425,268,undirected
268,156,undirected
268,369,undirected
268,365,undirected
365,369,undirected
365,954,undirected
369,954,undirected
322,164,undirected
322,291,undirected
322,438,undirected
322,917,undirected
322,336,undirected
547,291,undirected
291,336,undirected
164,173,undirected
336,469,undirected
192,776,undirected
192,775,undirected
192,698,undirected
801,698,undirected
704,687,undirected
704,775,undirected
687,703,undirected
687,698,undirected
698,797,undirected
226,528,undirected
1129,1053,undirected
765,523,undirected
765,528,undirected
765,822,undirected
765,1053,undirected
765,1102,undirected
523,570,undirected
523,528,undirected
523,822,undirected
523,1053,undirected
528,822,undirected
822,1053,undirected
355,283,undirected
355,357,undirected
355,956,undirected
355,959,undirected
355,874,undirected
355,693,undirected
874,1115,undirected
693,1086,undirected
483,1022,undirected
483,1040,undirected
483,1042,undirected
483,491,undirected
483,607,undirected
483,1041,undirected
483,522,undirected
522,491,undirected
522,607,undirected
491,632,undirected
491,607,undirected
491,1041,undirected
1041,607,undirected
1,31,undirected
1,26,undirected
1,18,undirected
1,25,undirected
684,126,undirected
18,26,undirected
18,25,undirected
25,60,undirected
25,26,undirected
25,126,undirected
66,4,undirected
66,62,undirected
66,71,undirected
4,63,undirected
4,62,undirected
4,71,undirected
71,62,undirected
71,63,undirected
71,533,undirected
71,511,undirected
71,508,undirected
508,63,undirected
508,511,undirected
63,62,undirected
224,17,undirected
224,115,undirected
224,674,undirected
225,17,undirected
225,115,undirected
674,115,undirected
805,223,undirected
678,223,undirected
17,115,undirected
17,223,undirected
646,408,undirected
904,408,undirected
904,1051,undirected
44,406,undirected
44,408,undirected
44,407,undirected
406,408,undirected
406,407,undirected
407,991,undirected
407,408,undirected
422,73,undirected
422,554,undirected
422,447,undirected
264,447,undirected
73,89,undirected
73,447,undirected
554,475,undirected
554,1007,undirected
1007,447,undirected
1007,475,undirected
475,447,undirected
289,327,undirected
289,401,undirected
130,85,undirected
130,327,undirected
130,401,undirected
802,401,undirected
802,1106,undirected
327,85,undirected
327,401,undirected
401,85,undirected
401,436,undirected
99,189,undirected
99,602,undirected
454,189,undirected
454,1012,undirected
454,1013,undirected
454,622,undirected
454,623,undirected
622,189,undirected
622,602,undirected
622,1013,undirected
622,623,undirected
623,189,undirected
623,602,undirected
602,189,undirected
133,117,undirected
133,234,undirected
133,565,undirected
167,117,undirected
136,565,undirected
136,717,undirected
136,682,undirected
682,117,undirected
395,158,undirected
395,767,undirected
395,661,undirected
395,984,undirected
395,753,undirected
751,158,undirected
753,158,undirected
753,754,undirected
754,158,undirected
754,661,undirected
661,158,undirected
661,984,undirected
800,219,undirected
650,219,undirected
650,592,undirected
650,696,undirected
592,219,undirected
592,1074,undirected
692,219,undirected
695,219,undirected
695,696,undirected
696,219,undirected
833,248,undirected
833,379,undirected
833,809,undirected
833,908,undirected
833,834,undirected
834,248,undirected
834,809,undirected
834,1108,undirected
809,248,undirected
809,379,undirected
809,794,undirected
248,379,undirected
620,270,undirected
270,858,undirected
270,829,undirected
270,351,undirected
270,815,undirected
270,856,undirected
270,857,undirected
829,351,undirected
865,276,undirected
865,976,undirected
866,276,undirected
773,649,undirected
773,976,undirected
749,414,undirected
276,414,undirected
353,841,undirected
353,538,undirected
353,392,undirected
1057,538,undirected
392,300,undirected
392,953,undirected
392,538,undirected
819,953,undirected
929,853,undirected
578,524,undirected
578,659,undirected
578,1071,undirected
653,853,undirected
659,853,undirected
820,853,undirected
612,1083,undirected
612,1082,undirected
612,1081,undirected
612,1084,undirected
612,1080,undirected
612,968,undirected
968,1084,undirected
968,1080,undirected
1131,1080,undirected
1080,1084,undirected
709,849,undirected
709,1038,undirected
709,1035,undirected
709,1098,undirected
709,816,undirected
1098,849,undirected
1098,1035,undirected
1098,1112,undirected
1035,849,undirected
1035,1038,undirected
816,823,undirected
816,849,undirected
428,46,undirected
46,48,undirected
46,430,undirected
46,59,undirected
430,59,undirected
430,497,undirected
497,59,undirected
496,59,undirected
70,492,undirected
70,530,undirected
70,531,undirected
881,531,undirected
530,950,undirected
950,952,undirected
162,78,undirected
162,113,undirected
162,176,undirected
162,198,undirected
198,176,undirected
78,575,undirected
78,181,undirected
78,113,undirected
78,176,undirected
176,113,undirected
176,181,undirected
113,181,undirected
587,81,undirected
587,1072,undirected
81,405,undirected
81,243,undirected
243,373,undirected
243,830,undirected
616,92,undirected
617,92,undirected
617,1085,undirected
618,92,undirected
619,92,undirected
157,92,undirected
992,728,undirected
992,731,undirected
992,1003,undirected
1003,728,undirected
1003,731,undirected
974,731,undirected
143,728,undirected
143,727,undirected
143,731,undirected
728,731,undirected
640,629,undirected
326,918,undirected
326,681,undirected
326,629,undirected
207,473,undirected
207,629,undirected
803,222,undirected
804,222,undirected
965,742,undirected
742,222,undirected
742,596,undirected
209,596,undirected
928,1062,undirected
418,242,undirected
418,605,undirected
418,994,undirected
1062,828,undirected
242,828,undirected
1123,979,undirected
1123,997,undirected
835,391,undirected
391,752,undirected
391,657,undirected
391,979,undirected
752,657,undirected
657,979,undirected
1088,658,undirected
1088,1089,undirected
1089,658,undirected
935,658,undirected
935,987,undirected
935,1087,undirected
1132,1087,undirected
658,987,undirected
658,1087,undirected
987,1087,undirected
1030,466,undirected
1031,466,undirected
463,54,undirected
466,54,undirected
54,87,undirected
96,100,undirected
96,610,undirected
610,967,undirected
610,1079,undirected
610,1078,undirected
1078,1079,undirected
129,200,undirected
129,643,undirected
129,641,undirected
641,200,undirected
641,642,undirected
641,645,undirected
641,643,undirected
643,200,undirected
643,642,undirected
643,645,undirected
642,200,undirected
645,200,undirected
647,221,undirected
647,787,undirected
647,786,undirected
647,783,undirected
783,786,undirected
786,221,undirected
217,221,undirected
257,843,undirected
257,423,undirected
257,844,undirected
579,844,undirected
423,331,undirected
1095,878,undirected
295,287,undirected
873,287,undirected
876,287,undirected
878,287,undirected
608,334,undirected
608,924,undirected
608,985,undirected
608,634,undirected
969,634,undirected
334,924,undirected
334,634,undirected
985,634,undirected
985,924,undirected
634,924,undirected
1125,998,undirected
998,427,undirected
999,427,undirected
1000,427,undirected
427,476,undirected
1028,462,undirected
1127,1009,undirected
462,990,undirected
462,818,undirected
462,1009,undirected
1009,990,undirected
818,990,undirected
168,112,undirected
112,670,undirected
112,179,undirected
112,280,undirected
179,280,undirected
768,186,undirected
768,1103,undirected
580,186,undirected
186,639,undirected
609,370,undirected
609,421,undirected
370,102,undirected
288,263,undirected
263,439,undirected
1006,439,undirected
160,759,undirected
160,758,undirected
978,890,undirected
1117,890,undirected
1121,931,undirected
931,1011,undirected
514,1052,undirected
714,1099,undirected
1024,1097,undirected
