id,cluster
347,433
348,434
349,435
350,436
351,437
352,438
353,439
355,440
354,441
356,442
357,443
358,444
359,445
360,446
361,447
362,448
363,449
364,450
365,451
366,452
367,453
375,454
368,455
369,456
370,457
371,458
372,459
373,460
374,461
376,462
377,463
378,464
379,465
385,466
386,467
388,468
389,469
390,470
391,471
392,472
393,473
394,474
395,475
396,476
397,477
387,478
400,479
401,480
402,481
403,482
404,483
398,484
399,485
380,486
381,487
382,488
383,489
384,490
405,491
406,492
407,493
408,494
409,495
410,496
411,497
412,498
413,499
414,500
415,501
416,502
417,503
418,504
419,505
420,506
421,507
422,508
424,509
425,510
423,511
432,512
426,513
428,514
429,515
430,516
431,517
427,518
433,519
434,520
435,521
436,522
437,523
439,524
440,525
442,526
438,527
441,528
443,529
444,530
445,531
446,532
447,533
448,534
449,535
450,536
451,537
452,538
453,539
454,540
455,541
456,542
457,543
458,544
459,545
460,546
461,547
462,548
463,549
464,550
465,551
466,552
467,553
468,554
469,555
470,556
471,557
472,558
473,559
474,560
475,561
476,562
477,563
478,564
479,565
480,566
482,567
488,568
490,569
492,570
493,571
494,572
496,573
500,574
501,575
502,576
503,577
504,578
505,579
511,580
515,581
516,582
519,583
517,584
520,585
522,586
524,587
526,588
530,589
531,590
532,591
533,592
534,593
536,594
537,595
539,596
540,597
542,598
541,599
546,600
547,601
548,602
543,603
544,604
550,605
551,606
555,607
556,608
557,609
563,610
565,611
569,612
570,613
573,614
574,615
575,616
577,617
576,618
578,619
579,620
580,621
581,622
582,623
583,624
584,625
586,626
589,627
593,628
595,629
596,630
600,631
604,632
605,633
611,634
613,635
614,636
615,637
616,638
618,639
619,640
620,641
625,642
626,643
628,644
629,645
632,646
631,647
633,648
635,649
637,650
638,651
639,652
640,653
644,654
648,655
650,656
646,657
649,658
651,659
652,660
653,661
655,662
657,663
659,664
662,665
664,666
665,667
666,668
667,669
669,670
670,671
672,672
673,673
674,674
676,675
677,676
678,677
679,678
680,679
681,680
682,681
683,682
684,683
685,684
686,685
687,686
688,687
690,688
692,689
693,690
695,691
696,692
697,693
698,694
702,695
703,696
704,697
705,698
707,699
708,700
713,701
715,702
716,703
717,704
718,705
719,706
720,707
721,708
722,709
723,710
725,711
727,712
729,713
730,714
732,715
733,716
734,717
735,718
736,719
737,720
738,721
739,722
740,723
743,724
747,725
749,726
751,727
755,728
758,729
759,730
760,731
762,732
763,733
766,734
767,735
772,736
773,737
774,738
776,739
777,740
779,741
781,742
782,743
785,744
789,745
790,746
791,747
792,748
794,749
797,750
796,751
798,752
800,753
801,754
802,755
803,756
804,757
805,758
810,759
812,760
813,761
815,762
816,763
817,764
820,765
823,766
826,767
827,768
828,769
829,770
830,771
831,772
832,773
835,774
838,775
839,776
841,777
842,778
844,779
843,780
845,781
846,782
852,783
853,784
854,785
856,786
857,787
858,788
860,789
862,790
863,791
864,792
866,793
867,794
870,795
871,796
879,797
873,798
875,799
876,800
877,801
878,802
881,803
882,804
883,805
884,806
892,807
893,808
897,809
901,810
905,811
906,812
909,813
911,814
913,815
914,816
915,817
916,818
917,819
918,820
923,821
925,822
927,823
929,824
933,825
934,826
936,827
937,828
938,829
939,830
943,831
944,832
947,833
948,834
949,835
951,836
955,837
956,838
959,839
961,840
964,841
966,842
969,843
967,844
970,845
971,846
972,847
973,848
974,849
975,850
977,851
978,852
979,853
982,854
984,855
991,856
993,857
994,858
1000,859
999,860
1006,861
1007,862
1008,863
1010,864
1012,865
1013,866
1014,867
1016,868
1015,869
1018,870
1025,871
1027,872
1020,873
1021,874
1022,875
1023,876
1024,877
1028,878
1029,879
1030,880
1032,881
1033,882
1036,883
1038,884
1040,885
1042,886
1044,887
1046,888
1047,889
1054,890
1055,891
1057,892
1058,893
1059,894
1060,895
1063,896
1065,897
1071,898
1073,899
1074,900
1076,901
1075,902
1077,903
1078,904
1079,905
1081,906
1082,907
1083,908
1086,909
1091,910
1092,911
1093,912
1094,913
1095,914
1097,915
1100,916
1101,917
1102,918
1106,919
1107,920
1108,921
1109,922
1111,923
1110,924
1114,925
1115,926
1116,927
1117,928
1120,929
1122,930
1124,931
1126,932
1127,933
1128,934
1129,935
1130,936
1131,937
1132,938
